timestamp,mode,RF_amplitude,U2,scan_type,setpoint_idx,rep,min_scan,max_scan,n_peaks,r2,aicc,c0,amp1,mu1,sigma1,amp2,mu2,sigma2,amp3,mu3,sigma3,amp4,mu4,sigma4,amp5,mu5,sigma5,amp6,mu6,sigma6,amp7,mu7,sigma7,amp8,mu8,sigma8
20260302_142456,trapped,0.0,-0.35,RF,1,3,20.0,140.0,8,0.950908946968608,-2647.474970524845,0.0754883970970624,-0.0337852129973666,44.15011352457237,5.879969288099368,-0.0334416018106179,129.68772497816937,0.5600565062189186,-0.0536451092849393,51.16731488213431,0.8251760003597539,-0.0454678023523506,64.54838736562068,0.5000000000000001,-0.0416396618353765,45.968128871676925,1.7287122289684378,-0.0090188653007089,96.9533482351355,30.21027772691624,-0.0429695838266211,99.30543862489326,0.5000000000000001,-0.041932030068023,101.91954975814438,0.5000000000000001
20260302_151609,lost,8.0,-0.35,RF,19,4,20.0,140.0,8,0.9522075486017688,-3045.35695949358,0.0111340458949563,0.0135608969079887,128.89196805591172,2.205737801805768,0.0136271562468922,76.46396150842797,3.096476943656549,0.0103259771035836,52.50886084850646,0.5000000000000001,0.0116947966290808,75.52349011449836,7.293300863386198,0.0091763239612057,90.6352294583404,1.4795470245978064,0.0307704405296981,421.97476510606737,159.09686815858018,0.0299258826226547,129.7590177403282,0.5000000000000001,0.0037951988829142,50.12247819377812,5.3213475406071495
20260302_151609,trapped,8.0,-0.35,RF,19,4,20.0,140.0,8,0.9191879313615768,-2734.043189387494,3.825812413734817,-0.0446042405521628,129.7989409499924,0.5000000000000001,-0.0095351443694007,51.85499639777609,0.8453813500552777,-0.0308547063308697,139.30196186477525,1.655447082234867,-0.0167083565141492,130.55679053230423,5.646282888051852,-0.012466084784207,79.57112616726411,0.5415507876516344,-0.0165695019564618,90.92073384609176,1.1294111264407378,-3.696170065294594,93.7793325976894,810.2469333497719,-0.0151890569404023,76.03739657741994,4.770098134346758
20260302_161406,lost,0.6,-0.35,RF,4,2,20.0,140.0,8,0.969777002993165,-2760.789162177552,0.0177348082998734,0.0223124212666709,102.94278847568968,3.1576043896575734,0.0400844574415005,105.35882262984056,0.8947172631434008,0.058756269402109,51.234588698897205,1.6149298129194225,0.0222718300656959,119.40898373138364,2.1322823315831654,0.0191383315819575,68.715413877077,0.5000000000000001,0.0426866414281038,52.99213912092774,0.7044047884325703,0.0191248553271539,46.71201840616302,2.3011300913558044,0.0162195514126145,44.16807655781144,6.268172337282235
20260302_161406,trapped,0.6,-0.35,RF,4,2,20.0,140.0,8,0.9641270644709896,-2712.202944176712,0.0857789095264549,-0.0042411715180754,85.48927232207173,4.291521077897852,-0.0394470024278238,105.3900331409437,0.9072570464271228,-0.0549542188556192,52.9767416573731,0.7637711057559643,-0.0260490713949992,119.7119314927368,2.3874743990166607,-0.0471061853706232,50.98377891310713,1.5885016994975245,-0.0217775740084517,103.4066737085913,3.318962539906663,-0.0269407450251908,46.6528065456221,5.106374539739696,-0.0446950782592211,68.8433486210081,0.5336293556375362
20260302_172124,lost,5.0,-0.35,RF,17,3,20.0,140.0,8,0.9656378448153728,-3066.3068424489607,0.0098514529160276,0.0324551229234809,126.07675493630217,0.7727605936225297,0.0228089827527593,70.79117851983247,4.040016391207583,0.0117522884829989,124.22248523532964,1.579948148598669,0.0081029439225977,131.45468640170145,11.672019429208149,0.0091886786777557,52.41697920785752,1.7224503621066614,0.0062131630446876,85.44674159369261,0.8200413075366189,0.008244337721537,71.14723205180884,35.505224217138526,0.0109893140784502,70.67289173552166,0.8790752680724498
20260302_172124,trapped,5.0,-0.35,RF,17,3,20.0,140.0,7,0.8687725175337762,-2738.027499010021,0.145243849461177,-0.0317513716982937,126.07853227913326,0.5810600543005252,-0.025068281389408,71.1291076395802,3.5070948259695065,-0.0076538072232596,85.95291315095561,0.9498453436855938,-0.0088426521392071,135.3742166134509,4.061998928745203,-0.0078900356628978,51.61430345343939,1.959656111455616,-0.0266868959202132,84.6259592545604,67.99318009358454,-0.0149797474043923,124.63832570547063,3.2536786698599984,,,
20260302_182031,lost,8.0,-0.35,RF,19,2,20.0,140.0,7,0.9553353856173098,-3044.683213117706,-0.0029330392421647,0.0079101460930668,133.91090325946672,8.98251824386664,0.0099694239023528,52.47547942182229,0.5014605971725312,0.012162503230255,128.0248939202241,2.0001892972195927,0.0098463033906384,90.72968671258444,1.1729932385786217,0.0194473996956693,77.34145753282803,67.87172054537392,0.0222061896055178,76.0548634571088,4.15360746217324,0.0364255646444695,129.36974842506424,0.5000000000000001,,,
20260302_182031,trapped,8.0,-0.35,RF,19,2,20.0,140.0,8,0.8901062245826963,-2692.2328258046296,59.413595214037606,-0.0391599864614368,129.46325360521217,0.5000000000000001,-0.0156780653341596,52.38492537083127,0.5816670409531491,-48.27263174372208,420.8978176409798,303.7853447406661,-0.0097054435171079,127.51497356694908,2.0192206970167423,-0.0177465498941446,75.6268701542162,5.603302708197097,-50.09710850144964,-203.24867640208728,316.41833749091626,-0.0159460073211589,90.94341408656948,1.447002880522877,-0.0103003331670315,79.10903348174654,0.9075118408666372
20260302_191732,lost,0.2,-0.35,RF,2,4,20.0,140.0,7,0.9507410783238872,-2603.78796046235,0.0211441828020428,0.0588708748973969,48.07522405444118,2.744927539757309,0.0506583489311298,102.478259917688,0.5000000000000001,0.0399869565202838,51.41646433704312,0.8340810700034402,0.0257198964932646,42.82316756409215,4.613128894949854,0.0220311870946048,66.58493285456687,0.5000000000000001,0.0372605533599942,99.7743865311148,0.8608505737203677,0.0007629586737772,192.7003424015992,6.04734302590364,,,
20260302_191732,trapped,0.2,-0.35,RF,2,4,20.0,140.0,5,0.9256110620137368,-2538.5764839526905,0.0715067459289311,-0.0394440322669709,51.28237174924608,0.9343861509220864,-0.0535810994715758,102.48152205226047,0.5000000000000001,-0.0413187073995111,66.66925500718004,0.5000000000000001,-0.0643099256684857,47.045801258969576,3.583040029551782,-0.0371438377558143,99.79817573466828,0.7321753730081395,,,,,,,,,
20260302_200952,lost,0.2,-0.35,RF,2,2,20.0,140.0,6,0.9471826192439284,-2614.091866936232,0.0199257229186849,0.0398240127781565,51.35609403500795,0.7721836864192541,0.0045351451331952,91.55235275082823,9.70860244421942,0.0566118457477832,47.69956632163064,3.0319534607441176,0.043155102697627,102.32824975958876,0.5000000000000001,0.0364997589484092,99.71751856819674,0.6855190717294478,0.0227587646174081,42.411867692142906,4.841306466596216,,,,,,
20260302_200952,trapped,0.2,-0.35,RF,2,2,20.0,140.0,8,0.9510993545800344,-2626.242623974228,0.0727061205220127,-0.0541420551958064,47.61921960060578,2.773164924111348,-0.0357714988976993,99.67396811328548,0.5986090230330425,-0.0428900788797627,66.63506569804245,0.5000000000000001,-0.0453033466380915,51.36354609608174,0.8978174961488079,-0.0227553387789275,42.97433454491184,5.032846473825819,-0.0227422881724154,133.09161107487807,0.5397123050219669,-0.0064920634683154,98.28065753213836,17.786370035314796,-0.0446260213558914,102.35262291702452,0.5000000000000001
20260302_210248,lost,3.0,-0.35,RF,14,4,20.0,140.0,7,0.939096328659625,-2685.3090007160613,0.0139816284415027,0.0471311138387719,65.23507910107652,0.5000000000000001,0.074154819636427,117.48728541604989,0.6407470376118589,0.0183179502587952,51.44872771279954,3.62933642285339,0.0484512670987952,63.30544178888835,2.530181673934351,0.0171801282335094,78.88301471822982,0.8421741161961469,66.70189487782578,159.67939882472905,2.4260704618497986,0.0065018060536113,121.36640145394504,10.802611742864295,,,
20260302_210248,trapped,3.0,-0.35,RF,14,4,20.0,140.0,8,0.9294443163927526,-2673.554198712041,0.1167122083506444,-0.0131627756704408,117.418704337868,28.07848774434876,-0.0650991544548891,117.4884532433196,0.6506984523100373,-0.0125713956803514,53.43739697801677,14.798922598330186,-0.037825084117202,63.35121336257527,2.286430747916377,-0.0165494960396487,131.01072867356214,0.5000000000000001,-0.0503853279573763,65.34590907343735,0.5000000000000001,-0.0190897815515684,51.56056666994511,1.4538147674226498,-0.0180123367064254,79.22448256916981,1.0874020044758448
20260302_220140,lost,2.5,-0.35,RF,13,2,20.0,140.0,8,0.961571441270256,-2806.146354941244,0.0117209931766991,0.019893011083233,128.5109406108709,0.5000000000000001,0.0515863870713391,62.43631674843599,1.824340067575944,0.0303960734174914,76.79959853756834,0.5000000000000001,0.0037142513004565,139.9741750681242,0.5000000000000001,0.0329702511929641,51.27941812064729,0.5000000000000001,0.0726267610914972,115.25979344119357,0.7296822493152596,0.0066030250744137,113.21704737036396,16.14145228453572,0.0150280847340909,54.34409033223741,9.42052038092647
20260302_220140,trapped,2.5,-0.35,RF,13,2,20.0,140.0,8,0.9246031006483048,-2670.139465208192,0.1144687197464738,-0.0090159446416143,112.761003842632,24.5422023484134,-0.0471971797715821,62.449160821238586,1.753380109183277,-0.0303840662821419,51.298274707856976,0.5000000000000001,-0.0157710584479716,55.06834696236534,9.720878658607834,-341.486689869589,142.354718279555,0.500011514407051,-0.0301067214183583,76.81962171768622,0.5176245561722921,-0.0687425102415846,115.27686882142316,0.659480693886577,-0.0196729706212833,128.48845050046967,0.5000000000000001
20260302_230304,lost,2.2,-0.35,RF,12,3,20.0,140.0,8,0.9580030023236232,-2761.9974735118853,-0.0057381150265599,0.0146977136422673,54.33142553371017,7.87903120831584,0.0491750869119617,61.547074309545216,1.858907280783364,0.0408514330874917,50.838799848247376,0.5000000000000001,0.0189249292987441,43.70577244739412,42.05272494740929,0.0209963443590876,121.18174040458013,25.54579171356838,0.0433746366015297,75.84480954581659,0.5037810335063074,0.0801784851141232,113.93341613691216,0.6664297055696636,0.0167296994253256,126.8146201043375,0.5000000000000001
20260302_230304,trapped,2.2,-0.35,RF,12,3,20.0,140.0,8,0.939104159328092,-2699.599315966471,0.1162638651103817,-0.027828063078365,62.63092120185543,1.1059798434314962,-0.0161701333354869,53.886824492586975,10.570012786460746,-0.0280063514600215,60.61136304919084,1.7871182383041375,-0.0485613875593516,75.85746027539372,0.5588019375217108,-0.0399161997662603,50.861738496702856,0.5000000000000001,-0.0112023397736801,112.62672587679896,21.66228934078684,-0.0190176397381913,126.80281473960574,0.5323440452328441,-0.0755920239051746,113.93324479198212,0.6193210845863693
